"","COD","RUA","REFERENCIA","ABRIGO","LATITUDE","LONGITUDE","ROTA"
"151","152","FLORIANO PEIXOTO ","JR CABELEREIRO","SIM",-7.22055000253022,-35.8864249940962,"303"
"8295","208","JILO GUEDES","39","SIM",-7.21866801381111,-35.8754870295525,"303"
"1341","331","SANTO ANTONIO"," 259 - OPOSTO","",-7.21622603014112,-35.8647870272398,"303"
"331","332","SANTO ANTONIO"," 596","",-7.21565002575517,-35.8634579926729,"303"
"1343","333","SANTO ANTONIO","788","",-7.21487000584602,-35.8616569731385,"303"
"1344","334","SANTO ANTONIO"," 792 - OPOSTO","SIM",-7.21472198143601,-35.8615490142256,"303"
"334","335","SANTO ANTONIO","645","",-7.2154220379889,-35.8631440065801,"303"
"338","339","SANTO ANTONIO","57 - OPOSTO","",-7.21799796447158,-35.8751960098743,"303"
"339","340","SANTO ANTONIO"," 252","",-7.21786997281015,-35.8734980039299,"303"
"1447","437","CAMPO SALES","ABRIGO JOSE PINHEIRO","",-7.22177099436522,-35.873553995043,"303"
"1448","438","MAXIMINIANO MACHADO","298","",-7.22114101052284,-35.8725110348314,"303"
"1461","451","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"303"
"1462","452","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"303"
"1463","453","APRÍGIO VELOSO","UFCG","SIM",-7.21716698259115,-35.9090029913932,"303"
"1464","454","APRÍGIO VELOSO","LAVA-JATO - OPOSTO","",-7.21715499646962,-35.9107529651374,"303"
"2478","457","APRÍGIO VELOSO","CANTINHO UNIVERSITARIO","SIM",-7.21743503585458,-35.9092199988663,"303"
"4501","458","APRÍGIO VELOSO","CABRAL","SIM",-7.21667798236012,-35.9071769937873,"303"
"4502","459","APRÍGIO VELOSO","CABRAL","SIM",-7.21667798236012,-35.9071769937873,"303"
"4503","460","APRÍGIO VELOSO","LUCENA RACOES","SIM",-7.21617003902793,-35.9045879915357,"303"
"464","465","SANTINA LEAO","98","",-7.2103469632566,-35.8985749818385,"303"
"5620","566","RODRIGUES ALVES","CASA DA PIZZA","",-7.22163202241063,-35.8918299805373,"303"
"5627","573"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"303"
"5628","574"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"303"
"3654","623","PORTUGAL","55","",-7.21550996415317,-35.9186880290508,"303"
"3655","624","APRIGIO VELOSO","COLEGIO CARMELA VELOSO","SIM",-7.21661696210504,-35.9153269696981,"303"
"1679","670","DOMITILIA CABRAL DE CASTRO","ENTRADA UEPB","",-7.21027001738548,-35.9119779802859,"303"
"1680","671","UEPB","CCBS","SIM",-7.21050999127328,-35.9157400298864,"303"
"1809","807","SEBASTIAO LOPES DE MENEZES","POSTO POLICIAL","",-7.21444898284972,-35.8559069875628,"303"
"1810","808","PROJETADA","BAIRRO DA GLORIA","",-7.21485801972449,-35.8534759841859,"303"
"1811","809","PROJETADA","BAIRRO DA GLORIA","",-7.21385696902871,-35.8547070343047,"303"
"2824","815","PEDRO II","597","SIM",-7.21956102177501,-35.8928280137479,"303"
"828","842","LUIZ MALHEIROS","175","",-7.21295700408518,-35.9256569948047,"303"
"1840","843","MARIA GONCALVES DE MELO","DONA LINDU II","SIM",-7.2093159891665,-35.9241530299187,"303"
"1843","846","MARIA GONCALVES DE MELO","214 - OPOSTO","SIM",-7.21012802794576,-35.9210020210594,"303"
"1845","848","JUVENCIO ARRUDA","CCBS - UFCG - OPOSTO","SIM",-7.21071601845324,-35.9191210381687,"303"
"835","849","JUVENCIO ARRUDA","ACUDE DE BODOCONGO","",-7.21116000786424,-35.9172900114208,"303"
"836","850","FRANCISCO PINTO DE OLIVEIRA","REDENTORISTA","SIM",-7.20908196642995,-35.9113510139287,"303"
"839","853","FRANCISCO PINTO DE OLIVEIRA","16 - OPOSTO","",-7.2069569863379,-35.9093629941344,"303"
"841","855","FRANCISCO PINTO DE OLIVEIRA","","",-7.20580397173762,-35.9076029621065,"303"
"1855","858","OLEGARIO MACIEL","1114","",-7.20599801279604,-35.9033990185708,"303"
"1","001","CAMPOS SALES","70","",-7.22107898443937,-35.8742099627852,"333"
"2","002","CAMPOS SALES","274","",-7.22269300371408,-35.8732410147786,"333"
"4140","097","FLORIANO PEIXOTO ","PAGUE FACIL","",-7.21826702356339,-35.8810749929398,"333"
"6205","140"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"333"
"1162","152","FLORIANO PEIXOTO ","JR CABELEREIRO","SIM",-7.22055000253022,-35.8864249940962,"333"
"5266","212","JILO GUEDES ","BORBAO","SIM",-7.21887102350593,-35.8757740259171,"333"
"329","330","MAMEDE MOISES RAIA","147 A","",-7.21859299577773,-35.8680259622633,"333"
"2352","331","SANTO ANTONIO"," 259 - OPOSTO","",-7.21622603014112,-35.8647870272398,"333"
"1342","332","SANTO ANTONIO"," 596","",-7.21565002575517,-35.8634579926729,"333"
"332","333","SANTO ANTONIO","788","",-7.21487000584602,-35.8616569731385,"333"
"333","334","SANTO ANTONIO"," 792 - OPOSTO","SIM",-7.21472198143601,-35.8615490142256,"333"
"1345","335","SANTO ANTONIO","645","",-7.2154220379889,-35.8631440065801,"333"
"335","336","SANTO ANTONIO","945 - VIZINHO","SIM",-7.21710302866995,-35.8673920389265,"333"
"336","337","SANTO ANTONIO","483","",-7.21748700365424,-35.8714049588889,"333"
"337","338","SANTO ANTONIO","323","",-7.21775203943253,-35.8728619851172,"333"
"3453","421","TAVARES CAVALCANTE","454 - OPOSTO","",-7.21751902252436,-35.8779509738088,"333"
"3454","422","TAVARES CAVALCANTE","599 - OPOSTO","",-7.21780803054571,-35.8767350111157,"333"
"438","439","ARRUDA CAMARA","116 - OPOSTO","",-7.21741399727762,-35.8755460381508,"333"
"5512","458","APRÍGIO VELOSO","CABRAL","SIM",-7.21667798236012,-35.9071769937873,"333"
"5513","459","APRÍGIO VELOSO","CABRAL","SIM",-7.21667798236012,-35.9071769937873,"333"
"5514","460","APRÍGIO VELOSO","LUCENA RACOES","SIM",-7.21617003902793,-35.9045879915357,"333"
"1495","485","OLEGARIO MACIEL","481","",-7.21042701043189,-35.8979330118746,"333"
"6631","566","RODRIGUES ALVES","CASA DA PIZZA","",-7.22163202241063,-35.8918299805373,"333"
"6638","573"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"333"
"6639","574"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"333"
"581","582","NILO PECANHA","446","",-7.21961399540305,-35.8954539801925,"333"
"3628","596","APRIGIO VELOSO","1495 - OPOSTO","SIM",-7.21633600071073,-35.9162049740553,"333"
"3629","597","PORTUGAL","255 - OPOSTO","",-7.21429701894522,-35.9197520278394,"333"
"623","625","GETULIO VARGAS","1127","SIM",-7.21689398400486,-35.8951259963214,"333"
"624","626","GETULIO VARGAS","948 - OPOSTO","",-7.21728298813105,-35.8935709856451,"333"
"670","672","UEPB","CCBS","SIM",-7.21040002070367,-35.9156200010329,"333"
"1683","674","UEPB","","",-7.21041401848197,-35.911906985566,"333"
"798","807","SEBASTIAO LOPES DE MENEZES","POSTO POLICIAL","",-7.21444898284972,-35.8559069875628,"333"
"799","808","PROJETADA","BAIRRO DA GLORIA","",-7.21485801972449,-35.8534759841859,"333"
"800","809","PROJETADA","BAIRRO DA GLORIA","",-7.21385696902871,-35.8547070343047,"333"
"801","813","SALVINO DE OLIVEIRA NETO","293","",-7.2150610294193,-35.87192597799,"333"
"1813","815","PEDRO II","597","SIM",-7.21956102177501,-35.8928280137479,"333"
"825","839","JOAO MACHADO","MAIOR","SIM",-7.22136204130948,-35.8961279690266,"333"
"826","840","DUQUE DE CAXIAS","549","SIM",-7.22063801251352,-35.8971209730953,"333"
"827","841","DUQUE DE CAXIAS","FEIRA DA PRATA","",-7.21845402382314,-35.8965830225497,"333"
"830","844","MARIA GONCALVES DE MELO","251","",-7.209756039083,-35.9228629712015,"333"
"831","845","MARIA GONCALVES DE MELO","224","",-7.21000095829368,-35.9218169935048,"333"
"833","847","JUVENCIO ARRUDA","CCBS - UFCG","SIM",-7.21075700595975,-35.9192569926381,"333"
"837","851","FRANCISCO PINTO DE OLIVEIRA","REDENTORISTA - OPOSTO","SIM",-7.2087509650737,-35.9111739881337,"333"
"838","852","FRANCISCO PINTO DE OLIVEIRA","16","",-7.20726300962269,-35.9097459632903,"333"
"840","854","FRANCISCO PINTO DE OLIVEIRA","810","",-7.20634401775897,-35.9082929603755,"333"
"842","856","MINISTRO ALCIDES CARNEIRO","HOSPITAL DA FAP - PROXIMO","",-7.20482798293233,-35.9064089599997,"333"
"843","857","MINISTRO ALCIDES CARNEIRO","79","",-7.2053200006485,-35.9047670289874,"333"
"845","859","OLEGARIO MACIEL","1069","",-7.2066789586097,-35.9020099695772,"333"
"846","860","OLEGARIO MACIEL","821","",-7.20825701951981,-35.8998939581215,"333"
"847","861","OLEGARIO MACIEL","481","",-7.21043899655342,-35.8978610113263,"333"
"848","862","JOAO MAURICIO DE MEDEIROS","382 - OPOSTO","",-7.21202401444316,-35.8975930418819,"333"
"849","863","FRANCISCO ROSA DE FARIAS","37","",-7.21310201101005,-35.8978679683059,"333"
"850","864","CONDE D'EU","385F","",-7.2154669649899,-35.8984060026705,"333"
"10157","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"400"
"1059","049","DOM PEDRO I","480","SIM",-7.22605196759105,-35.8925590384751,"400"
"1060","050","DOM PEDRO I","MORTUARIA","",-7.22784301266074,-35.8933269884437,"400"
"1061","051","ALMIRANTE BARROSO","MATERIAL DE CONSTRUCAO","SIM",-7.23009296692908,-35.8938159886747,"400"
"51","052","RIO DE JANEIRO","517","",-7.23273502662778,-35.8939449861645,"400"
"1100","090","ALMIRANTE BARROSO","149","",-7.23222197033465,-35.8941419608891,"400"
"1101","091","ALMIRANTE BARROSO"," BORBOREMA","SIM",-7.23080903291702,-35.8937979675829,"400"
"1102","092","DOM PEDRO I"," HOSPITAL","SIM",-7.22901798784733,-35.8934030123054,"400"
"1103","093","DOM PEDRO I"," FACULDADE DE COMUNICACAO","SIM",-7.22632303833961,-35.8925300370901,"400"
"2115","094","FLORIANO PEIXOTO ","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"400"
"202","203","COSTA E SILVA","675","",-7.23580095916986,-35.9027619939297,"400"
"203","204","COSTA E SILVA","469","",-7.23416103981435,-35.90272301808,"400"
"2588","567","FLORIANO PEIXOTO","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"400"
"2589","568","FLORIANO PEIXOTO","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"400"
"2788","769","DINAMERICA ALVES CORREA","INSS","SIM",-7.23893696442246,-35.9106170106679,"400"
"2789","770","DINAMERICA ALVES CORREA","1033","SIM",-7.2371739987284,-35.9104359615594,"400"
"3080","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"404"
"2070","049","DOM PEDRO I","480","SIM",-7.22605196759105,-35.8925590384751,"404"
"50","051","ALMIRANTE BARROSO","MATERIAL DE CONSTRUCAO","SIM",-7.23009296692908,-35.8938159886747,"404"
"2112","091","ALMIRANTE BARROSO"," BORBOREMA","SIM",-7.23080903291702,-35.8937979675829,"404"
"2113","092","DOM PEDRO I"," HOSPITAL","SIM",-7.22901798784733,-35.8934030123054,"404"
"2114","093","DOM PEDRO I"," FACULDADE DE COMUNICACAO","SIM",-7.22632303833961,-35.8925300370901,"404"
"1104","094","FLORIANO PEIXOTO ","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"404"
"1118","108","FLORIANO PEIXOTO"," 289E","",-7.22042603418231,-35.8860130235553,"404"
"204","205","COSTA E SILVA","670","",-7.23572703078389,-35.9028990380466,"404"
"205","206","COSTA E SILVA ","ESCOLA CRISTINA PROCOPIO","SIM",-7.237609019503,-35.9029779955745,"404"
"6272","207","MANOEL GONCALVES DE GUMARAES ","FIEP","SIM",-7.22221397794783,-35.8756030350924,"404"
"6273","208","JILO GUEDES","39","SIM",-7.21866801381111,-35.8754870295525,"404"
"2234","213","JILO GUEDES ","POSTO ALE","SIM",-7.22149196080863,-35.8754059765488,"404"
"1224","214","SEVERINO CRUZ ","COLEGIO FÊNIX","SIM",-7.22313003614545,-35.8781760279089,"404"
"1225","215","SEVERINO CRUZ ","HOSPITAL GARDEN","",-7.22541402094066,-35.8827340230346,"404"
"230","231","VIGARIO CALIXTO ","SUPERMERCADO QPRECO","SIM",-7.23124296404421,-35.8805529680103,"404"
"231","232","VIGARIO CALIXTO","748","",-7.23298899829388,-35.8798179589212,"404"
"232","233","VIGARIO CALIXTO ","LUIZA MOTTA - OPOSTO","",-7.23425902426243,-35.8796039689332,"404"
"233","234","VIGARIO CALIXTO","1194","",-7.23630202934146,-35.8794990275055,"404"
"1245","235","VIGARIO CALIXTO ","TUBOS NOGUEIRA - OPOSTO","",-7.23869003355503,-35.8793700300157,"404"
"1246","236","VIGARIO CALIXTO","1530","",-7.24089296534657,-35.8792469836771,"404"
"1247","237","VIGARIO CALIXTO ","MATERIAL DE CONSTRUCAO","",-7.2433799598366,-35.8791299723089,"404"
"1248","238","VIGARIO CALIXTO","1964","",-7.2452349588275,-35.8790920022875,"404"
"1249","239","VIGARIO CALIXTO","2158","",-7.24730503745377,-35.8792019728571,"404"
"1250","240","VIGARIO CALIXTO"," 2394","",-7.249227007851,-35.8790530264378,"404"
"1251","241","VIGARIO CALIXTO ","PROJETOS VISUAIS","",-7.2510489821434,-35.8788859751076,"404"
"1252","242","VIGARIO CALIXTO","3800","SIM",-7.25401097908616,-35.8789149764925,"404"
"1253","243","VIGARIO CALIXTO","3800 - OPOSTO","SIM",-7.25413796491921,-35.8787820395082,"404"
"1254","244","SATURNINO DE BRITO FILHO"," 825 - OPOSTO","",-7.2512720245868,-35.878274012357,"404"
"1255","245","SATURNINO DE BRITO FILHO"," 1091 - OPOSTO","",-7.25084798410535,-35.87601701729,"404"
"1256","246","SATURNINO DE BRITO FILHO","1444","",-7.25023199804127,-35.8727250248194,"404"
"246","247","ELPÍDIO DE ALMEIDA"," 2025","",-7.24626299925148,-35.8734300266951,"404"
"247","248","ELPÍDIO DE ALMEIDA ","QUINTA DA COLINA","SIM",-7.24420297890902,-35.8740180172026,"404"
"1260","250","ELPÍDIO DE ALMEIDA ","POLIVALENTE","SIM",-7.23815702833235,-35.8756440225989,"404"
"1261","251","ELPÍDIO DE ALMEIDA","1152 - OPOSTO","SIM",-7.23571898415685,-35.8763350266963,"404"
"251","252","ELPÍDIO DE ALMEIDA","370","SIM",-7.23146198317409,-35.8773179724813,"404"
"319","320","ODON BEZERRA","627","",-7.23635701462626,-35.8962830342352,"404"
"320","321","ODON BEZERRA"," 446 - OPOSTO","SIM",-7.23619398660958,-35.8948219846934,"404"
"321","322","ODON BEZERRA","115","",-7.23578000441194,-35.8917060121894,"404"
"348","349","DAMASCO","1231","",-7.2351530380547,-35.9069070126861,"404"
"349","350","DAMASCO","1045","",-7.23521799780428,-35.9051289595664,"404"
"350","351","DAMASCO"," 867","",-7.23527801223099,-35.9035909641534,"404"
"351","352","DAMASCO","234 - OPOSTO","",-7.23555503413081,-35.8982650190592,"404"
"1555","545","VIGARIO CALIXTO"," 3800 - OPOSTO","SIM",-7.25413796491921,-35.8787820395082,"404"
"1577","567","FLORIANO PEIXOTO","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"404"
"1578","568","FLORIANO PEIXOTO","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"404"
"1591","581","VIGARIO CALIXTO","3800","SIM",-7.25401097908616,-35.8789149764925,"404"
"774","777","ENFERMEIRA MARIA DE LOURDES SILVA","359 - OPOSTO","",-7.23815702833235,-35.9017389826477,"404"
"779","782","NILO PECANHA","1287 - OPOSTO","",-7.22754897549748,-35.8974779583514,"404"
"780","783","ALMEIDA BARRETO","1524","",-7.22920096479356,-35.8981159888208,"404"
"781","784","ALMEIDA BARRETO","1750 - VIZINHO","",-7.22943498753011,-35.9002109616995,"404"
"782","785","ALMEIDA BARRETO","FUNDICAO CENTENARIO","",-7.22945803776383,-35.9016089793295,"404"
"783","786","ALMEIDA BARRETO","IGREJA DOS MORMAOS","SIM",-7.2294130269438,-35.9019490331411,"404"
"784","787","ALMEIDA BARRETO","1502","",-7.22916400060058,-35.8979350235313,"404"
"785","788","TEIXEIRA DE FREITAS","ESTADIO PRESIDENE VARGAS","",-7.22651498392224,-35.8952720090747,"404"
"790","793","MINAS GERAIS","GINASIO COLEGIO CACILDIVA","",-7.23048800602555,-35.8922400232404,"404"
"791","794","MARTINS JUNIOR","345","",-7.23152300342917,-35.889781024307,"404"
"803","817","MANOEL FELICIANO","767","",-7.23805703222752,-35.9002009872347,"404"
"4091","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"444"
"3126","094","FLORIANO PEIXOTO ","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"444"
"2129","108","FLORIANO PEIXOTO"," 289E","",-7.22042603418231,-35.8860130235553,"444"
"7234","158","ALMIRANTE BARROSO"," 820","SIM",-7.23725002259016,-35.8977539744228,"444"
"201","202","COSTA E SILVA","897","",-7.23777498118579,-35.9028449747711,"444"
"4250","207","MANOEL GONCALVES DE GUMARAES ","FIEP","SIM",-7.22221397794783,-35.8756030350924,"444"
"4251","208","JILO GUEDES","39","SIM",-7.21866801381111,-35.8754870295525,"444"
"2263","242","VIGARIO CALIXTO","3800","SIM",-7.25401097908616,-35.8789149764925,"444"
"242","243","VIGARIO CALIXTO","3800 - OPOSTO","SIM",-7.25413796491921,-35.8787820395082,"444"
"252","253","ELPÍDIO DE ALMEIDA ","PARQUE DA CRIANCA","",-7.22664699889719,-35.8771069999784,"444"
"253","254","ELPÍDIO DE ALMEIDA","426","",-7.22959499806166,-35.877274973318,"444"
"254","255","ELPÍDIO DE ALMEIDA","638","SIM",-7.23154898732901,-35.8774479757994,"444"
"255","256","ELPÍDIO DE ALMEIDA"," 882","",-7.23319502547383,-35.8771140407771,"444"
"256","257","ELPÍDIO DE ALMEIDA"," 1100","",-7.2353329975158,-35.876535018906,"444"
"257","258","ELPÍDIO DE ALMEIDA ","POLIVALENTE - OPOSTO","",-7.23815702833235,-35.8757170289755,"444"
"258","259","ELPÍDIO DE ALMEIDA","1660","",-7.24033498205245,-35.8751810062677,"444"
"259","260","ELPÍDIO DE ALMEIDA ","QUINTA DA COLINA - OPOSTO","SIM",-7.24359001033008,-35.8743119705468,"444"
"260","261","ELPÍDIO DE ALMEIDA","1954","",-7.24593602120876,-35.8736099861562,"444"
"261","262","ELPÍDIO DE ALMEIDA ","CLUBE CAMPESTRE","",-7.24809695966542,-35.8730270247906,"444"
"1275","265","VIGARIO CALIXTO","2077","SIM",-7.2509059868753,-35.8787689637393,"444"
"1276","266","VIGARIO CALIXTO"," 2471","SIM",-7.24923999980092,-35.8789970353246,"444"
"1277","267","VIGARIO CALIXTO ","COMPLEXO ALVORADA - OPOSTO","",-7.24775397218764,-35.8790810219944,"444"
"1278","268","VIGARIO CALIXTO"," 1966 - OPOSTO","SIM",-7.24440900608897,-35.8789459895343,"444"
"1279","269","VIGARIO CALIXTO","1445A","",-7.24052600562572,-35.8791709598154,"444"
"269","270","VIGARIO CALIXTO ","MOTIVA","SIM",-7.23798603750765,-35.8792919944972,"444"
"270","271","VIGARIO CALIXTO","1250 - OPOSTO","",-7.2368180193007,-35.8793670125306,"444"
"271","272","VIGARIO CALIXTO ","LUIZA MOTTA","SIM",-7.23424402065575,-35.8794479817152,"444"
"272","273","VIGARIO CALIXTO"," 607","",-7.23279504105449,-35.8798499777913,"444"
"273","274","VIGARIO CALIXTO"," MACÊDO RACOES","SIM",-7.2316319681704,-35.8802910335362,"444"
"544","545","VIGARIO CALIXTO"," 3800 - OPOSTO","SIM",-7.25413796491921,-35.8787820395082,"444"
"3599","567","FLORIANO PEIXOTO","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"444"
"3600","568","FLORIANO PEIXOTO","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"444"
"2602","581","VIGARIO CALIXTO","3800","SIM",-7.25401097908616,-35.8789149764925,"444"
"723","726","CONSUL JOSEPH NOUJUAIN HABIB NACAD","CEDUC - OPOSTO","",-7.22944999113679,-35.8799359761178,"444"
"726","729","VILA NOVA DA RAINHA","COLEGIO 11 DE OUTUBRO","",-7.22036199644208,-35.8793359994888,"444"
"727","730","VILA NOVA DA RAINHA","141","",-7.22183695994318,-35.8782089687884,"444"
"728","731","VILA NOVA DA RAINHA","23 - VIZINHO","",-7.2226230148226,-35.8775889594108,"444"
"2751","732","JOAO FLORENTINO DE CARVALHO","VIALUZ - OPOSTO","",-7.22433501854539,-35.8767849672586,"444"
"775","778","RUA DO SOL","1093 - VIZINHO","SIM",-7.23312696442008,-35.9053680114448,"444"
"776","779","ALMEIDA BARRETO","FUNDICAO CENTENARIO - OPOSTO","SIM",-7.22956096753478,-35.9015539940447,"444"
"777","780","ALMEIDA BARRETO","1524","SIM",-7.22938997671008,-35.8983050007373,"444"
"778","781","NILO PECANHA","1287","",-7.22753598354757,-35.8974099811167,"444"
"786","789","SERGIPE","IGREJA","",-7.23314699716866,-35.8911030180752,"444"
"787","790","SERGIPE","615","",-7.23372400738299,-35.8910010103136,"444"
"789","792","GETULIO CAVALCANTE","07","",-7.2354159783572,-35.8953000046313,"444"
"1108","098","FLORIANO PEIXOTO ","REDE COMPRAS","",-7.21808304078877,-35.880768969655,"500"
"1119","109","FLORIANO PEIXOTO"," REAL CLUBE","SIM",-7.22393997944892,-35.8936429861933,"500"
"1150","140"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"500"
"1450","440","INDEPENDÊNCIA","432","",-7.22411298193038,-35.89614498429,"500"
"1451","441","INDEPENDÊNCIA","112","",-7.22419302910566,-35.8977750129998,"500"
"7527","451","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"500"
"7528","452","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"500"
"7529","453","APRÍGIO VELOSO","UFCG","SIM",-7.21716698259115,-35.9090029913932,"500"
"7530","454","APRÍGIO VELOSO","LAVA-JATO - OPOSTO","",-7.21715499646962,-35.9107529651374,"500"
"7533","457","APRÍGIO VELOSO","CANTINHO UNIVERSITARIO","SIM",-7.21743503585458,-35.9092199988663,"500"
"1558","548","ASSIS CHATEAUBRIAND","300","",-7.23075496964157,-35.889254976064,"500"
"1559","549","DUQUE DE CAXIAS","109","",-7.2235659789294,-35.8979330118746,"500"
"1560","550","JOSE DE ALENCAR","ESTADUAL DA PRATA","",-7.22170704044402,-35.897802002728,"500"
"1561","551","JOSE DE ALENCAR","ATECEL","",-7.2211570199579,-35.8999699819833,"500"
"1562","552","JOSE DE ALENCAR","1100","",-7.22053600475192,-35.9024230297655,"500"
"552","553","MARIA DE LOURDES CRISPIM LIMA","CONDOMINIO FORTALEZA","",-7.22019603475928,-35.9054410178214,"500"
"553","554","EDMUNDO PEREIRA DE ASSIS","97","",-7.21903899684548,-35.9052739664912,"500"
"554","555","ANTONIO JOAQUIM PEQUENO","258","",-7.21838898025453,-35.9074830170721,"500"
"2577","556","VINTE E SETE DE JULHO","PONTO DAS PLANTAS - OPOSTO","SIM",-7.21731098368764,-35.9138120245188,"500"
"2578","557","VINTE E SETE DE JULHO","CONFORTEL - OPOSTO","SIM",-7.22083699889481,-35.9135029837489,"500"
"557","558","RICARDO WAGNER DA SILVEIRA PAZ","149 - OPOSTO","",-7.21982798539102,-35.9122489672154,"500"
"558","559","RICARDO WAGNER DA SILVEIRA PAZ","88 - OPOSTO","",-7.21769403666258,-35.9123470354825,"500"
"559","560","RODRIGUES ALVES","FIT ACADEMIA","",-7.21799603663385,-35.9065470099449,"500"
